PERIODO;AMBITO;GERENCIA;TRAMOS_EDAD;SEXO;TIPO;ORD_CAT;GRUPO;CAT;ESPECIALIDAD;REGIMEN;VINCULACION;AÑO_FORM;TOTAL_EFECTIVOS;DESTINO ACTIVIDAD;TIPO_ESPECIALDAD;CENTRO_GESTOR
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. GESTION Y SERVICIOS;1255;E;PERSONAL AUXILIAR DE SERVICIOS;;LABORAL;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;62;C1;T.S. LABORATORIO;;ESTATUTARIO;FIJO;;7;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;62;C1;T.S. LABORATORIO;;ESTATUTARIO;INTERINO POR VACANTE;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;64;C1;T.S. IMAGEN PARA EL DIAGNOSTICO Y MEDICINA NUCLEAR;;ESTATUTARIO;FIJO;;6;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;64;C1;T.S. IMAGEN PARA EL DIAGNOSTICO Y MEDICINA NUCLEAR;;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;FIJO;;16;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;INTERINO POR VACANTE;;36;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;RESTO DE INTERINOS;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. PROFESIONAL;72;C2;TECNICO MEDIO SANITARIO EN FARMACIA;;ESTATUTARIO;INTERINO POR VACANTE;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ANESTESIOLOGIA Y REANIMACION;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ANESTESIOLOGIA Y REANIMACION;ESTATUTARIO;INTERINO POR VACANTE;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;FARMACIA HOSPITALARIA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;HEMATOLOGIA Y HEMOTERAPIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA FISICA Y REHABILITACION;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA FISICA Y REHABILITACION;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MICROBIOLOGIA Y PARASITOLOGIA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;RADIODIAGNOSTICO;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ALERGOLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;APARATO DIGESTIVO;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CARDIOLOGIA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;GERIATRIA;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;GERIATRIA;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA DEL TRABAJO;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA INTENSIVA;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA INTENSIVA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA INTERNA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEFROLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEUMOLOGIA;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEUMOLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEUROFISIOLOGIA CLINICA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEUROFISIOLOGIA CLINICA;ESTATUTARIO;RESTO DE INTERINOS;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEUROLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ONCOLOGIA MEDICA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;PEDIATRIA Y SUS AREAS ESPECIFICAS;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;PEDIATRIA Y SUS AREAS ESPECIFICAS;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;PSIQUIATRIA;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;REUMATOLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ANGIOLOGIA Y CIRUGIA VASCULAR;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA GENERAL Y DEL APARATO DIGESTIVO;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA PLASTICA, ESTETICA Y REPARADORA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;OBSTETRICIA Y GINECOLOGIA;ESTATUTARIO;FIJO;;4;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;UROLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;2;A1;MEDICO DE URGENCIA HOSPITALARIA;MEDICINA FAMILIAR Y COMUNITARIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;ANATOMIA PATOLOGICA;LABORAL;FORM;AÑO 1;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;21;A2;ENFERMERO/A ESPECIALISTA OBSTETRICO GINECOLOGICO (MATRONA);;ESTATUTARIO;FIJO;;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;21;A2;ENFERMERO/A ESPECIALISTA OBSTETRICO GINECOLOGICO (MATRONA);;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;22;A2;ENFERMERO/A ESPECIALISTA EN SALUD MENTAL;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;23;A2;ENFERMERO/A ESPECIALISTA GERIATRICA;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;25;A2;ENFERMERO/A ESPECIALISTA PEDIATRICA;;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;25;A2;ENFERMERO/A ESPECIALISTA PEDIATRICA;;ESTATUTARIO;INTERINO POR VACANTE;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;FIJO;;33;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;INTERINO POR VACANTE;;48;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;RESTO DE INTERINOS;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;45;A2;FISIOTERAPEUTA;;ESTATUTARIO;FIJO;;6;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;45 - 49;M;P. SANITARIO FORM. UNIVERSITARIA;45;A2;FISIOTERAPEUTA;;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;450;A1;G. TECNICO DE LA F.A.;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;530;A2;INGENIERO TECNICO;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;700;C1;G. ADMINISTRATIVO;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;860;C2;ALBAÑIL;;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;1000;C2;FONTANERO;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;1030;C2;G. AUXILIAR ADMINISTRATIVO;;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;1080;C2;MECANICO;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;1200;E;CELADOR;;ESTATUTARIO;FIJO;;17;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. GESTION Y SERVICIOS;1200;E;CELADOR;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. PROFESIONAL;62;C1;T.S. LABORATORIO;;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. PROFESIONAL;64;C1;T.S. IMAGEN PARA EL DIAGNOSTICO Y MEDICINA NUCLEAR;;ESTATUTARIO;FIJO;;8;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;APARATO DIGESTIVO;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CARDIOLOGIA;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;DERMATOLOGIA MEDICO-QUIRURGICA Y VENEREOLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;PSIQUIATRIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ANGIOLOGIA Y CIRUGIA VASCULAR;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA GENERAL Y DEL APARATO DIGESTIVO;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA PLASTICA, ESTETICA Y REPARADORA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;NEUROCIRUGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;OBSTETRICIA Y GINECOLOGIA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;UROLOGIA;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;2;A1;MEDICO DE URGENCIA HOSPITALARIA;MEDICINA FAMILIAR Y COMUNITARIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;FIJO;;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;H;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. DE GETAFE;50 - 54;M;P. DIRECTIVO;0;A1;DIRECTIVO;;DIRECTIVO;DIR;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188213
