SECUENCIA;COD_AREA;DENOMINACION_AREA;COD_ORGANO_DIRECTIVO;DENOMINACION_ORGANO_DIRECTIVO;COD_GRUPO_PERSONAL;DESC__GRUPO_PERSONAL;COD_GRUPO_TITULACION;DESC_GRUPO_TITULACION;COD_CATEGORIA;DESC_CATEGORIA;COD_SEXO;DESC_SEXO;RANGO_EDAD;TOTAL_PERSONAS;MES_DATOS;ANIO_DATOS;FX_CARGA;FX_DATOS_INI;FX_DATOS_FIN
"8850";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B105";"TÉCNICO DE EMPLEO                             ";"M";"Mujer";"35 - 39";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8851";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B105";"TÉCNICO DE EMPLEO                             ";"M";"Mujer";"55 - 59";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8852";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"I";"Funcionario Interino";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"50 - 54";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8853";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB17";"TECNICO DE EMPLEO";"M";"Mujer";"55 - 59";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8854";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"H";"Hombre";"60 - 64";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8855";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC05";"AUXILIAR SECRETARIA";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8856";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB17";"TECNICO DE EMPLEO";"M";"Mujer";"45 - 49";4;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8857";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"M";"Mujer";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8858";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"H";"Hombre";"30 - 34";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8859";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8860";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8861";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8862";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC11";"FORMADOR";"H";"Hombre";"35 - 39";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8863";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC11";"FORMADOR";"H";"Hombre";"65 - 69";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8864";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8865";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"H";"Hombre";"60 - 64";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8866";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC23";"RESP. GESTION ADMINISTRATIVA";"M";"Mujer";"45 - 49";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8867";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC23";"RESP. GESTION ADMINISTRATIVA";"M";"Mujer";"50 - 54";3;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8868";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC23";"RESP. GESTION ADMINISTRATIVA";"H";"Hombre";"50 - 54";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8869";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC29";"TECNICO ESPECIALISTA";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8870";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"D";"Laboral Indefinido";"E";"Certificado de Escolaridad";"WE05";"OPERARIO 2";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8871";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"M";"Mujer";"60 - 64";3;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8872";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"H";"Hombre";"50 - 54";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8873";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"60 - 64";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8874";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B002";"GRUPO A2 OTRAS ADMINISTRACIONES                             ";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8875";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B105";"TÉCNICO DE EMPLEO                             ";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8876";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"55 - 59";4;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8877";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8878";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8879";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8880";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D100";"OFICIAL MECANICO CONDUCTOR                                  ";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8881";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B105";"TÉCNICO DE EMPLEO                             ";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8882";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"WA16";"JEFE DE DEPARTAMENTO 3";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8883";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"WA20";"JEFE DE SERVICIO";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8884";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8885";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8886";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"H";"Hombre";"55 - 59";4;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8887";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"H";"Hombre";"65 - 69";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8888";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8889";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"L";"Laboral Fijo";"E";"Certificado de Escolaridad";"WE05";"OPERARIO 2";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8890";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"WA16";"JEFE DE DEPARTAMENTO 3";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8891";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB17";"TECNICO DE EMPLEO";"M";"Mujer";"50 - 54";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8892";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB21";"TECNICO DE GESTION ADMINISTRATIVA";"H";"Hombre";"25 - 29";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8893";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"M";"Mujer";"50 - 54";3;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8894";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC11";"FORMADOR";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8895";"10009240";"Agencia para el Empleo                                                          ";"10009241";"Dirección Gerencia                                                              ";"T";"Laboral Temporal";"E";"Certificado de Escolaridad";"WE05";"OPERARIO 2";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8896";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"M";"Mujer";"40 - 44";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8897";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"M";"Mujer";"45 - 49";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8898";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8899";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"40 - 44";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8900";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8901";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"H";"Hombre";"55 - 59";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8902";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"55 - 59";3;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8903";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B070";"TECNICO DE GESTION                                          ";"M";"Mujer";"50 - 54";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8904";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B070";"TECNICO DE GESTION                                          ";"M";"Mujer";"65 - 69";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8905";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"60 - 64";3;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8906";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"H";"Hombre";"40 - 44";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8907";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D002";"GRUPO C2 OTRAS ADMINISTRACIONES                            ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8908";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"25 - 29";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8909";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"60 - 64";4;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8910";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8911";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8912";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8913";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8914";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8915";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"40 - 44";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8916";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"45 - 49";3;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8917";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"50 - 54";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8918";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B070";"TECNICO DE GESTION                                          ";"M";"Mujer";"55 - 59";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8919";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B070";"TECNICO DE GESTION                                          ";"M";"Mujer";"60 - 64";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8920";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B070";"TECNICO DE GESTION                                          ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8921";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8922";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8923";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"40 - 44";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8924";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"50 - 54";10;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8925";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D100";"OFICIAL MECANICO CONDUCTOR                                  ";"H";"Hombre";"45 - 49";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8926";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D100";"OFICIAL MECANICO CONDUCTOR                                  ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8927";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"I";"Funcionario Interino";"E";"Certificado de Escolaridad";"E050";"PERSONAL OFICIOS SERVICIOS INTERNOS                         ";"H";"Hombre";"55 - 59";2;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
"8928";"10205550";"Agencia de Actividades                                                          ";"10205551";"Gerencia de Agencia de Actividades                                              ";"L";"Laboral Fijo";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC03";"ADMINISTRATIVO 2";"M";"Mujer";"40 - 44";1;1;2023;"2023-02-03 08:00:19.32";"2023-02-01";"2023-02-01"
